a,high-resolution,0.375;
a,semestral,0.0;
a,retrogressive,-0.25;
n,knuckles,0.0;
n,de,0.0;
n,ottumwa,0.0;
n,darjeeling,0.0;
n,loricata,0.0;
a,nonuniform,-0.5;
a,bregmatic,0.0;
n,shoddy,0.0;
v,bruise,-0.875;
n,columbo,0.0;
r,uneasily,0.0;
n,amenableness,0.125;
a,preconcerted,0.0;
n,toad-in-the-hole,0.0;
n,tangram,0.0;
n,secateurs,0.0;
n,novgorod,0.0;
n,casaba,0.0;
n,lightness,-0.375;
n,kongo,0.0;
n,fosse,0.0;
a,unresentful,-0.5;
v,infuse,0.25;
n,backspacer,0.0;
v,interpellate,0.0;
n,stoutheartedness,0.5;
n,trillion,-0.125;
n,swine,0.0;
a,conserved,-0.625;
n,njord,0.0;
n,life-time,0.0;
n,base,-0.125;
a,augmentative,0.0;
n,ofo,0.0;
a,manlike,0.375;
n,pismire,0.0;
n,exobiology,0.0;
v,leather,0.125;
a,stiff-haired,0.25;
n,copt,0.0;
n,barrymore,0.0;
n,protura,0.0;
r,inaccessibly,0.125;
a,nifty,0.875;
v,wither,0.25;
v,store,0.0;
v,apportion,0.0;
n,demographer,0.0;
n,trustiness,0.75;
n,gryllidae,0.0;
n,granadillo,0.0;
n,kuvi,0.0;
n,madame,0.0;
a,tattered,-0.875;
r,unmercifully,0.25;
n,den,-0.125;
n,sb,0.0;
a,connective,-0.25;
a,ritenuto,0.0;
n,hoffa,0.0;
a,muscle-bound,0.0;
n,discourtesy,-1.0;
n,nicklaus,0.0;
n,homeliness,-0.625;
a,seraphic,0.625;
n,honiara,0.0;
n,flasher,0.0;
a,enchained,0.0;
a,carbocyclic,0.125;
a,causal,-0.5;
a,live-bearing,-0.125;
n,agora,0.0;
n,record-breaker,0.125;
a,well-kept,0.5;
a,vibrational,0.125;
a,cadastral,0.0;
a,left-slanting,0.0;
n,xylose,0.0;
n,embroidery,0.5;
n,zoom,0.0;
n,valise,0.0;
a,defervescent,0.0;
a,end-rhymed,0.0;
n,gangboard,0.0;
n,crambe,0.0;
n,launcher,0.0;
n,horseweed,0.0;
n,abductor,0.0;
n,exotherm,0.0;
n,aussie,0.0;
v,exude,0.0;
n,ingenuousness,0.5;
n,crabs,0.0;
n,emmenagogue,0.0;
n,demolishing,0.375;
n,swordsmanship,0.5;
n,rhinoceros,0.0;
a,runproof,0.125;
n,stokowski,0.0;
n,upright,0.0;
n,eschatologist,0.0;
a,nonvoluntary,-0.75;
a,acknowledged,0.375;
n,bobble,0.0;
a,pulseless,-0.75;
n,self-discovery,0.0;
a,discrepant,-2.375;
n,hovea,0.0;
n,windtalker,0.0;
n,wac,0.0;
n,surprisingness,0.25;
a,lexicographic,0.0;
n,wrench,-0.125;
n,hussite,0.25;
r,aloof,0.25;
n,chromaesthesia,0.125;
n,spandril,0.0;
a,topological,0.0;
n,inexplicitness,-0.375;
n,plyer,0.0;
n,seller,0.0;
n,ethanoate,0.0;
r,departmentally,0.0;
n,consuetude,0.0;
n,yastrzemski,0.0;
n,conservationist,0.0;
n,saxifraga,0.0;
n,bugologist,0.0;
n,omnibus,0.0;
n,vamper,0.0;
v,brecciate,0.0;
n,omniscience,0.125;
n,prig,-0.125;
r,metabolically,0.0;
a,dressed-up,-0.25;
a,ensuing,0.0;
n,krigia,0.0;
n,procedure,0.0;
a,blowy,-0.375;
a,red-brown,0.0;
a,gallinaceous,0.0;
n,strickland,0.0;
n,haphtarah,0.0;
n,automobilist,0.0;
n,botanical,0.0;
n,affusion,0.0;
a,thrilling,-0.75;
v,retort,0.0;
n,triglinae,0.0;
n,potash,0.0;
n,brontosaurus,0.0;
n,contradance,0.0;
n,onslaught,-0.75;
n,callas,0.0;
v,swap,0.0;
a,upstanding,0.0;
n,acadia,0.0;
n,methenamine,0.0;
n,schutzstaffel,0.0;
n,wei,0.0;
v,countermand,0.0;
a,crashing,-0.125;
n,centrarchidae,0.0;
n,fermentologist,0.0;
n,rodent,0.0;
n,animalism,-0.5;
n,underscore,0.0;
n,amyotrophia,0.125;
n,falsetto,0.0;
n,games-mistress,0.0;
n,naivety,-0.125;
n,companionway,0.0;
n,lymphocyte,0.0;
n,haemoproteidae,-0.125;
n,cyclooxygenase-1,0.5;
n,colours,0.0;
n,attacapan,0.0;
n,coalman,0.0;
n,circumlocution,-0.25;
n,junk,0.0;
n,cineraria,0.0;
n,one-sixth,0.0;
a,germinal,0.0;
n,mum,0.875;
n,ceramics,0.0;
n,becquerel,0.0;
n,proenzyme,0.0;
n,sravana,0.0;
a,sapiential,0.25;
a,faded,-0.625;
n,28,0.0;
a,anesthetic,-0.625;
v,smatter,0.125;
v,dissimilate,0.25;
a,monochromous,0.0;
n,womanishness,-0.125;
v,skive,0.0;
n,frg,0.0;
n,holdup,0.0;
a,profitable,0.25;
n,brecht,0.0;
n,vizcaino,0.0;
a,umbrageous,-1.125;
n,torodal,-0.125;
n,ketembilla,0.0;
n,tar,0.0;
n,expurgation,0.0;
n,scd,0.0;
n,fibrositis,-0.25;
r,ingeniously,0.375;
a,brasslike,0.0;
n,pastness,-0.5;
n,gasoline,0.0;
r,alternatively,0.0;
v,estrange,0.5;
v,void,-0.5;
n,honeymoon,0.625;
n,farragut,0.0;
n,submenu,0.0;
v,spoonfeed,-0.125;
n,plastron,0.0;
n,wagerer,0.0;
n,attalea,0.0;
a,cinerary,0.0;
a,monoatomic,0.0;
v,repurchase,0.0;
n,bonelet,0.0;
n,holothuria,0.0;
n,micmac,0.0;
n,kieslowski,0.0;
n,crankshaft,0.0;
n,pelecanus,0.0;
n,pseudovariola,0.0;
n,stairs,0.0;
n,clinoril,-0.25;
n,drollery,0.5;
v,lodge,0.0;
a,stupefying,0.125;
n,chenopodium,0.0;
a,unassured,0.0;
n,sanctuary,-0.375;
n,miniver,0.0;
a,torulose,0.0;
n,walkover,0.125;
n,heather,0.0;
n,activase,0.0;
n,percolate,0.0;
v,entail,0.25;
a,baneful,-1.5;
a,chipper,0.25;
a,vocal,-0.125;
v,still-hunt,0.0;
n,halesia,0.0;
n,clinker,0.0;
r,phlegmatically,0.25;
r,circumspectly,0.25;
n,necromania,0.125;
n,pretorium,0.0;
v,spam,0.0;
n,steady,0.0;
a,crystalised,0.0;
n,durant,0.0;
r,parentally,0.25;
n,palimony,0.0;
v,confront,-1.0;
n,paralysis,0.0;
v,ghost,0.0;
a,uncontaminated,-0.5;
n,dassie,0.0;
v,tour,0.0;
n,cabombaceae,0.0;
n,nanism,-0.5;
n,liliopsida,0.0;
n,unai,0.0;
n,myrtales,0.0;
n,nephology,0.0;
n,cotswolds,0.0;
v,sublet,0.0;
a,conclusive,0.0;
a,isthmian,0.0;
n,fattiness,0.0;
n,no-show,0.0;
n,record,0.375;
n,casuistry,-0.125;
a,worm-shaped,0.0;
n,bioassay,0.0;
a,nonvolatile,0.125;
n,souari,0.0;
n,fort,0.0;
a,woozy,-0.75;
n,stockholding,0.0;
n,highjacking,0.0;
a,open-and-shut,0.5;
n,protection,-1.125;
n,glucocorticoid,0.0;
n,cupidity,0.0;
n,psaltriparus,0.0;
a,impermeable,0.0;
a,variolic,0.0;
n,sulfanilamide,0.0;
n,distillation,0.0;
n,psyop,0.0;
n,hygeia,0.5;
n,saliva,0.0;
a,unquestioning,-0.375;
a,pennate,0.0;
a,planned,0.0;
n,receiver,0.0;
n,geophilomorpha,0.0;
n,slipperiness,0.375;
v,europeanise,0.0;
n,houseguest,0.0;
n,fes,0.0;
n,remand,0.0;
a,phenomenal,0.375;
n,daisy-bush,0.0;
n,watt,0.0;
v,equivocate,0.125;
n,lennon,0.0;
n,toe,0.0;
n,enjambement,0.0;
n,burnish,0.0;
n,musket,0.0;
a,standby,0.25;
n,obscurantism,0.0;
v,moo,0.0;
a,baseless,-0.5;
n,organdy,0.125;
n,milage,0.0;
n,transalpine,0.0;
n,uniformity,-0.625;
n,improbability,0.125;
n,pepto-bismal,0.0;
a,malposed,0.25;
n,arachis,0.0;
n,mark,-0.25;
a,67,0.0;
n,russula,0.0;
n,signing,0.0;
r,entertainingly,0.375;
n,debitor,0.0;
v,begin,-0.75;
a,possessed,0.125;
a,copasetic,0.375;
v,glissade,0.0;
n,suva,0.0;
n,amniota,0.0;
n,syllabus,0.0;
n,unpropitiousness,-0.625;
a,mawkish,0.125;
n,atropine,0.0;
n,tickle,-0.125;
v,quake,0.125;
a,flexile,0.0;
n,drifting,0.0;
n,dowery,0.0;
n,aggregator,0.0;
n,natural,0.0;
n,weighbridge,0.0;
n,humidity,0.0;
a,rectosigmoid,0.0;
r,insomuch,0.0;
v,recreate,0.5;
v,deplane,0.0;
n,vibe,-0.125;
n,cycadofilicales,0.0;
a,pyrotechnic,-0.125;
n,artemis,0.0;
n,apraxia,-0.5;
a,unfilmed,0.0;
a,early-blooming,0.125;
n,copilot,-0.125;
n,schmoozer,0.125;
a,agricultural,0.0;
r,meticulously,0.375;
n,residue,0.0;
n,instructions,0.0;
n,laughter,-0.25;
a,wheel-like,0.125;
n,aureomycin,0.0;
n,wheeziness,0.5;
v,get,0.375;
v,help,0.25;
n,horsepower,0.0;
n,convict,0.0;
n,cassock,0.0;
v,mimeograph,0.0;
n,baba,0.0;
n,oogenesis,0.0;
v,appease,0.5;
n,luff,0.0;
a,vincible,-0.125;
n,idyl,0.0;
n,endospore,0.0;
v,fill,-0.25;
r,loftily,0.125;
n,dekko,0.0;
v,bid,0.0;
n,corbel,0.0;
a,nonelective,-0.5;
n,cairngorm,-0.125;
n,billion,-0.125;
n,helsingfors,0.0;
n,brachycephaly,-0.25;
v,spiritize,0.375;
n,kaopectate,0.0;
n,dubuque,0.0;
n,mongo,0.0;
n,ostrich,0.0;
n,schinus,0.0;
r,bareback,-0.375;
n,slub,0.0;
v,bunk,0.0;
n,luxemburger,0.0;
n,paralytic,-0.5;
a,dark-colored,0.0;
a,polyunsaturated,0.0;
r,tamely,0.125;
n,casuaridae,0.0;
a,foliose,0.0;
n,radiologist,0.0;
n,yakety-yak,0.0;
n,homogeny,0.0;
v,choir,0.0;
n,turin,0.0;
a,toned,0.5;
a,cleared,0.625;
a,predictable,0.0;
a,congeneric,0.0;
a,turbaned,-0.5;
a,unprepared,-0.375;
a,callipygian,0.0;
n,pluteus,0.0;
n,analeptic,0.0;
n,lube,0.5;
n,polio,-0.625;
n,ce,0.0;
r,windily,0.25;
a,ninety-fifth,0.0;
n,synonymity,0.0;
n,tympanites,-0.125;
n,brotherhood,-0.375;
n,cabalism,0.0;
v,disambiguate,0.0;
a,xiii,0.0;
a,univocal,-0.125;
v,sideline,0.0;
n,buxomness,0.375;
r,courageously,0.375;
a,puppyish,0.0;
a,attested,0.25;
n,benefice,0.0;
n,chalet,0.0;
a,unfearing,0.25;
a,pectinate,0.25;
n,styrofoam,0.0;
n,hydroflumethiazide,-0.375;
n,martian,0.0;
n,tenormin,0.0;
a,firsthand,0.0;
a,well-dressed,0.25;
n,tiptoe,0.0;
n,spacefaring,0.0;
v,thrill,0.25;
n,pseudoscorpiones,-0.5;
n,phalacrocorax,0.0;
n,jackstraw,0.0;
a,prepaid,0.0;
n,pelew,0.0;
n,estonian,0.0;
v,unload,0.0;
n,moksa,0.0;
n,cumbersomeness,0.0;
a,ethereal,0.75;
r,skew-whiff,0.0;
n,yoke,0.0;
n,spraguea,0.0;
n,declarative,0.0;
a,double-jointed,0.0;
n,pd,0.0;
a,greyish-blue,0.0;
n,brisling,0.0;
a,yellow-gray,0.0;
a,gustative,0.125;
a,doric,0.0;
a,untraveled,-0.625;
n,travel,0.0;
a,stonelike,-0.25;
n,alaskan,0.0;
n,trouncing,-0.125;
a,roving,0.0;
n,snatch,-0.125;
n,diderot,0.0;
n,choriomeningitis,-0.125;
n,insisting,-0.125;
n,elements,-0.375;
n,hematocytopenia,0.0;
n,two,0.0;
n,adrenalectomy,0.0;
n,nephthytis,0.0;
n,decatur,0.0;
n,showpiece,0.125;
n,offeror,0.125;
n,andorra,0.0;
a,compound,0.25;
n,sousaphone,0.0;
n,sylvan,0.0;
n,pennycress,0.0;
n,maceration,-0.5;
v,ridge,0.0;
n,ardor,0.375;
n,drummer,0.0;
a,unstirred,0.25;
n,dislike,-0.625;
n,dishonor,0.25;
n,hemolysis,0.0;
v,disgorge,0.0;
n,aeolis,0.0;
n,malanga,0.0;
n,sardonyx,-0.25;
n,woodworm,0.0;
n,acetophenetidin,0.0;
n,dahna,0.0;
n,tangshan,0.0;
n,gempylidae,0.0;
r,busily,0.375;
v,x-ray,0.0;
a,nodulose,0.0;
n,mousepad,0.0;
a,saccadic,0.0;
n,urbanisation,0.0;
a,grave,-0.875;
a,muscovite,0.0;
n,odour,0.0;
n,sensitization,0.0;
a,domiciliary,0.0;
a,coptic,0.0;
a,brimless,-0.5;
r,obediently,0.375;
n,sketcher,0.0;
n,guncotton,-0.25;
a,nonfissionable,-0.5;
v,outscore,0.0;
a,carpellate,0.0;
a,amoeboid,-0.125;
n,euphractus,0.0;
n,brahman,0.375;
n,aerobiosis,0.0;
a,paying,0.5;
n,hothead,-0.625;
a,sternal,0.0;
n,taurotragus,0.0;
n,reenactment,0.0;
n,malamud,0.0;
n,koumiss,0.0;
n,psychodid,0.0;
n,tarnish,0.0;
a,dicey,-0.375;
r,lavishly,0.25;
n,zapata,0.0;
a,terror-struck,-0.5;
n,lemanderin,0.0;
v,oil,0.0;
r,conjointly,0.0;
a,desirable,1.0;
n,grindstone,0.0;
n,isomerization,0.0;
n,asclepias,0.0;
n,phellodendron,0.0;
a,dentate,0.25;
n,hirschsprung,0.0;
n,regicide,0.0;
n,thai,0.0;
r,meanly,-0.625;
a,misbranded,0.0;
n,outport,0.0;
n,shareowner,0.0;
n,acute,0.0;
n,disconnect,-0.25;
n,metropolitan,0.0;
n,tentacle,0.0;
n,shindy,0.0;
n,weatherstripping,0.0;
a,formless,-0.75;
n,albino,0.0;
n,hfc,0.0;
v,reboot,0.0;
n,macro,0.0;
n,somniloquism,0.0;
a,comforted,-0.375;
n,inconspicuousness,0.25;
a,zenithal,0.0;
n,montgolfier,0.0;
a,unawakened,-0.875;
n,kafiri,0.0;
n,tradition,0.125;
n,conundrum,-0.625;
n,stinkweed,0.0;
n,cervantes,0.0;
v,anagram,0.0;
n,hissing,-0.125;
a,aptitudinal,0.0;
n,phytotoxin,0.0;
n,lepomis,0.0;
r,tiresomely,0.25;
n,abundance,0.0;
a,aeolian,0.0;
a,crustal,0.0;
n,armlet,0.0;
n,polemist,0.0;
n,madam,0.125;
n,sloanea,0.0;
n,industrialist,0.125;
a,curly-coated,0.0;
a,graceful,0.5;
n,blintz,0.0;
a,goofy,-0.375;
n,hawse,0.0;
n,stare,0.0;
n,cytosine,0.0;
a,hogged,0.0;
n,old-timer,0.125;
n,clyde,0.0;
n,nymphalidae,0.0;
n,foresightedness,0.0;
a,frothy,0.125;
v,narcotize,0.0;
a,sizable,0.0;
n,pteropsida,0.0;
n,noah,0.0;
n,haughtiness,0.125;
n,intermixture,0.125;
n,leo,0.0;
n,scar,-0.25;
a,testaceous,0.0;
n,anhedonia,-0.625;
v,refit,0.0;
n,agribusiness,0.125;
n,tessella,0.0;
n,wynnea,0.0;
a,ill-famed,-0.875;
n,weakener,-0.25;
a,nubile,0.0;
n,calorie,0.0;
v,offsaddle,0.0;
a,irredeemable,-1.25;
n,polygamist,0.0;
n,nursling,0.0;
a,fainthearted,-0.375;
n,bullace,0.0;
n,suspender,0.0;
r,proportionally,0.0;
n,visualization,0.0;
n,ram,0.0;
n,argemone,0.0;
n,reoviridae,0.0;
v,re-start,0.0;
v,ablate,-0.125;
n,marplan,0.0;
a,pharaonic,0.0;
n,busywork,0.0;
n,sext,0.0;
a,calibrated,0.125;
n,thawing,0.0;
a,parental,0.0;
a,unquiet,-1.25;
n,flaskful,0.125;
n,bestiality,0.375;
n,sulfonylurea,0.0;
n,manual,0.0;
a,tributary,0.375;
a,peaky,0.375;
n,denotation,0.0;
n,taxi,0.0;
r,modishly,0.5;
a,unequalised,-0.625;
n,oozing,0.0;
n,handline,0.0;
n,pentagon,0.0;
a,shirty,-0.625;
n,constructor,0.0;
n,aperture,0.0;
v,size,0.125;
v,luminesce,0.0;
n,edirne,0.0;
a,associatory,-0.625;
a,conjunct,0.125;
n,timaliidae,0.0;
n,fretwork,0.0;
a,mechanic,0.0;
n,cornhusker,0.0;
n,nantucket,0.0;
n,actuation,0.0;
n,headset,0.0;
v,repugn,0.0;
a,edentate,0.0;
n,paperhanging,0.0;
n,bout,-0.25;
n,hybrid,0.0;
n,andalusia,0.0;
a,blind,-1.25;
a,leaf-like,0.0;
a,repulsive,-0.625;
n,hardwareman,0.0;
r,apathetically,0.375;
n,blackshirt,0.0;
n,fascist,0.0;
n,passionateness,0.5;
a,abdominal,0.0;
n,laurel-tree,0.0;
n,epipaleolithic,0.0;
v,resume,0.0;
n,paterfamilias,0.0;
a,shortened,0.0;
a,semi-upright,-0.25;
n,figeater,0.0;
n,tatou,0.0;
n,curitiba,0.0;
n,evolutionism,0.0;
a,neural,0.0;
n,spodumene,0.0;
n,trumpet,0.0;
v,mainline,0.0;
v,nasale,0.0;
n,partiality,0.0;
v,seesaw,0.0;
n,brumaire,0.0;
n,orientation,0.25;
n,uncreativeness,-0.5;
a,burned,-1.375;
n,tolinase,0.0;
n,magneton,0.0;
a,aneurysmal,0.0;
r,unanimously,0.375;
n,chrysarobin,-0.125;
a,nervous,-1.0;
a,debilitating,0.25;
n,perigon,0.0;
n,alalia,-0.625;
n,special,0.0;
n,series,0.0;
n,creature,-0.375;
n,viyella,0.0;
n,guiltiness,-0.625;
r,conclusively,0.0;
a,fibrous,-0.5;
n,pilaw,0.0;
n,cartwright,0.0;
a,snotty,-1.5;
a,repressing,0.0;
n,flavone,0.0;
v,mug,-0.25;
a,hardline,0.125;
a,kinglike,0.5;
n,bilestone,0.0;
r,punctually,0.625;
a,overlarge,-0.125;
v,cross,0.0;
a,auscultatory,0.0;
n,flab,-0.25;
n,khalka,0.0;
n,antiquarian,0.0;
n,euthenics,0.0;
a,housebroken,0.0;
n,mulwi,0.0;
n,heteroploidy,0.0;
n,stressor,0.0;
n,equalization,0.0;
n,hsv-ii,-0.125;
n,co-occurrence,0.0;
n,intonation,0.0;
v,concretise,0.0;
n,sulfacetamide,0.0;
r,coarsely,0.0;
a,torpid,0.125;
n,spite,-1.75;
a,cardiopulmonary,0.0;
a,dependent,-1.125;
n,colocasia,0.0;
v,ancylose,0.0;
r,daintily,0.5;
n,unsuitability,0.25;
n,vellum,0.125;
a,mixable,0.375;
n,dutifulness,0.25;
n,viewpoint,0.0;
n,antecedent,0.0;
n,one-billionth,0.0;
n,dardan,0.0;
a,far-right,-0.5;
a,intolerant,-0.625;
n,detribalization,0.0;
a,spectroscopic,0.0;
n,sericulturist,0.0;
n,lustiness,0.0;
a,stoppable,0.625;
n,eolithic,-0.125;
n,hannibal,0.0;
n,hebrides,0.0;
n,go,0.0;
n,abc,0.0;
v,scroll,0.0;
n,deuce-ace,0.0;
n,boo-boo,-0.375;
a,dingy,-1.75;
n,caffer,-0.25;
n,serra,0.0;
n,edge,0.375;
n,scrape,-0.25;
n,hansom,0.0;
v,disincline,-0.375;
n,barley,0.0;
a,smothering,-0.25;
n,crawford,0.0;
n,coon,-0.125;
n,microbat,0.0;
n,waldenses,0.0;
n,isogamy,0.0;
n,odesa,0.0;
n,love-in-a-mist,0.0;
n,buckshot,0.0;
n,vulgariser,-0.125;
r,stingily,0.375;
n,pavonia,0.0;
a,brusk,-0.125;
n,gerea,0.0;
a,unendurable,-0.625;
n,calisthenics,0.0;
n,chill,-0.625;
a,souffle-like,-0.25;
n,carthusian,0.0;
a,waterworn,0.0;
n,emir,0.0;
a,levantine,0.0;
n,flimsy,0.0;
a,masterless,-0.375;
v,unmask,0.25;
a,territorial,0.375;
n,cyanamide,-0.375;
n,columbite,0.0;
a,pronged,-0.25;
n,determinative,0.0;
n,grenadier,0.0;
n,razing,0.375;
a,unqualified,-0.75;
v,coke,0.0;
a,ectomorphic,0.0;
a,small-capitalisation,0.0;
a,roiled,-0.625;
n,ringhals,0.0;
n,romanticisation,0.0;
n,pipridae,0.0;
n,cannikin,0.0;
a,unaccompanied,-1.25;
v,maraud,0.0;
a,composite,0.0;
n,emigration,0.0;
n,luzon,0.0;
a,cogent,0.0;
n,melanogrammus,0.0;
a,parhelic,0.0;
a,high-tension,0.5;
n,dioptre,0.0;
a,autogamic,0.125;
r,creditably,0.125;
n,cowardliness,-0.375;
v,crash,-1.625;
n,maverick,-0.125;
v,wharf,0.0;
n,toucan,0.0;
a,depreciative,-0.75;
a,ancillary,0.0;
n,similitude,-0.125;
a,psychotic,-0.75;
n,feline,0.0;
n,fibromyositis,-0.25;
n,tiepin,0.0;
a,public,-0.125;
r,raucously,0.25;
n,chooser,0.0;
n,backcloth,0.0;
n,halevy,0.0;
a,110th,0.0;
n,asala,0.0;
a,utmost,0.0;
v,acculturate,0.0;
n,oriole,0.0;
r,geothermally,0.0;
a,teetotal,0.25;
n,conjunctiva,0.0;
a,asthmatic,0.0;
a,agrypnotic,0.0;
n,xenotime,0.0;
v,distinguish,0.5;
a,incandescent,0.25;
v,familiarize,0.125;
a,nonastringent,-0.375;
n,gop,0.0;
a,unperturbed,0.625;
n,polyploidy,0.0;
n,subdivision,0.125;
a,square,-0.25;
n,reticulum,0.0;
n,scapegoat,-0.375;
n,cine-camera,0.0;
v,chicken-fight,0.0;
n,solderer,0.0;
a,orchestral,0.0;
n,sputnik,0.0;
n,homograft,0.0;
n,imperfectness,-0.125;
v,precook,0.0;
n,foremilk,0.0;
n,fatherhood,0.125;
r,thoroughly,0.625;
n,captivation,0.75;
n,malpighiaceae,0.0;
n,hypertext,-0.25;
n,shove,0.0;
r,presciently,0.0;
a,psychometric,0.0;
n,taxodium,0.0;
n,rugulah,0.0;
n,cristobalite,0.0;
a,reliant,0.0;
a,tribal,0.0;
n,hijacker,0.0;
n,alderfly,0.0;
v,revamp,0.0;
a,inherited,-0.125;
a,soft,0.5;
a,hourly,0.0;
v,mapquest,0.0;
r,vociferously,0.25;
v,lampoon,-0.25;
v,chant,0.0;
n,viewer,0.25;
n,ruble,0.0;
n,tomentum,0.0;
a,equanimous,0.0;
n,ad,0.0;
n,qabbala,0.375;
n,entrancement,-0.5;
n,pointlessness,0.125;
n,bamako,0.0;
a,balmy,0.625;
n,prurigo,-0.625;
n,blackening,0.0;
v,recalcitrate,-0.25;
n,ptychozoon,0.0;
n,wtv,0.0;
a,bandy-legged,0.0;
a,cognate,0.125;
a,apologetic,-0.625;
n,pontifex,0.0;
a,mountainous,-0.25;
n,markoff,0.0;
n,greatness,0.25;
v,deplore,-0.5;
r,mistrustfully,0.0;
n,rarebit,0.0;
n,samoan,0.0;
v,bounce,0.0;
a,curling,0.0;
n,psycholinguistics,0.0;
n,guinean,0.0;
a,unthinkable,-0.625;
n,cousteau,0.0;
n,brocadopa,0.0;
n,amaurosis,-0.375;
v,topdress,0.0;
a,sprouted,0.0;
a,rolling,0.125;
n,salientia,0.0;
r,truculently,0.375;
n,cataloguer,0.0;
a,unpolitical,0.25;
n,alzheimers,-0.125;
n,thud,0.0;
a,unmown,-0.5;
r,frumpily,0.25;
n,dosser,0.0;
n,oldness,0.0;
n,severalty,0.0;
n,giardia,0.0;
n,corvidae,0.0;
n,tootle,0.0;
v,commiserate,-0.125;
n,ne,0.0;
a,enlightened,0.875;
n,schomburgkia,0.0;
n,sidecar,0.0;
a,ironclad,0.25;
n,riot,0.0;
v,litigate,0.0;
n,noctiluca,0.0;
n,maturity,0.0;
a,crenulate,0.25;
n,gopherwood,0.0;
a,amerind,0.0;
n,quizmaster,0.0;
n,comfort,-1.875;
n,sle,0.0;
n,missile,-0.125;
n,moulting,0.0;
a,mental,-0.25;
v,preassemble,0.0;
v,misfire,0.0;
n,welcher,-0.625;
n,raptor,-0.125;
a,prefectural,0.0;
n,md,0.0;
v,fee,0.0;
n,lapse,-0.5;
n,smithy,0.0;
n,bootie,-0.125;
a,fruticose,0.0;
a,wandering,-0.25;
n,slanguage,-0.125;
a,amygdaliform,0.125;
n,yen,0.0;
a,amatory,0.5;
n,arena,0.0;
n,ides,0.0;
a,celtic,0.0;
n,adverb,0.0;
n,safecracker,0.125;
n,bodybuilder,0.0;
n,guama,0.0;
n,anklet,0.0;
n,teliospore,0.0;
n,neglecter,0.0;
a,collarless,-0.5;
n,telegraph,0.0;
a,hourglass-shaped,0.0;
n,thrombopenia,-0.375;
a,unembodied,-0.75;
n,samosa,0.0;
n,route,0.0;
n,spirea,0.0;
n,sialis,0.0;
n,goatsucker,0.0;
v,overbear,-0.125;
n,heartiness,-0.5;
v,japan,0.0;
v,dash,-0.625;
n,creak,0.0;
n,moorbird,0.375;
a,sapphirine,0.125;
a,six,0.0;
a,languid,0.375;
n,cyphomandra,0.0;
v,rearm,0.0;
n,boole,0.0;
n,crottal,0.0;
a,sulphur-yellow,0.0;
n,digging,0.0;
n,businesspeople,0.0;
n,jocote,0.0;
n,tortricid,0.0;
n,kuwaiti,0.0;
a,treasonable,0.375;
n,mulatto,0.0;
n,highboy,0.0;
n,batrachoididae,0.0;
a,colour,0.625;
n,foil,0.625;
a,undeterred,0.0;
n,polypectomy,0.0;
n,interchangeableness,0.375;
n,panicle,0.0;
n,favorite,0.375;
n,michener,0.0;
r,aggressively,0.5;
v,out,0.0;
a,inharmonious,-0.875;
n,cuneiform,0.0;
a,harassed,-0.5;
n,entourage,0.0;
a,monosemous,0.125;
n,seed,0.0;
n,liliaceae,-0.125;
n,kitul,0.0;
n,dottle,0.0;
a,unsporting,0.0;
n,mongoose,0.0;
n,creep,-0.5;
n,colligation,0.0;
n,gaillardia,0.0;
n,thallium,0.0;
n,unfamiliarity,-0.375;
n,floorboard,0.0;
n,agrobacterium,0.0;
n,brazilwood,0.0;
a,dislocated,0.0;
n,tabouret,-0.25;
n,mores,0.0;
n,fanion,0.0;
a,unrevised,-0.5;
a,justificative,0.25;
n,divergence,-0.5;
n,fertility,0.625;
n,plasterwork,0.0;
a,serendipitous,0.5;
n,bull,-0.5;
v,bray,-0.375;
n,indignity,0.75;
n,linden,0.0;
n,granddaughter,0.0;
n,banjul,0.0;
n,gospeler,0.0;
n,hymenanthera,0.0;
n,chromate,0.0;
n,cookhouse,0.125;
n,twig,0.0;
n,cabg,0.0;
n,dolor,-0.875;
n,blindness,0.0;
n,carlos,0.0;
a,dissimilar,-1.5;
a,undamaged,0.0;
n,sappho,0.125;
v,share,0.125;
a,apetalous,0.0;
n,cronartium,-0.5;
a,five-pointed,0.0;
n,eutheria,0.0;
n,hurting,-0.75;
n,plexor,0.0;
a,nonsexual,-0.625;
n,insolence,0.125;
n,werewolf,0.0;
a,moody,-0.625;
n,signpost,0.0;
n,perfidy,0.375;
n,felafel,0.0;
a,blackish-brown,0.0;
n,dacoity,0.0;
n,laminariaceae,0.0;
a,choreographic,0.0;
a,irreparable,-0.5;
a,unavoidable,-0.5;
n,concord,0.0;
n,serfhood,0.0;
n,hieronymus,0.0;
n,coupler,0.0;
n,metralgia,-0.625;
v,disembarrass,0.5;
n,selkirk,0.0;
n,sit-down,0.0;
n,pomacentrus,0.0;
a,incurved,0.0;
v,claxon,0.0;
v,be,0.125;
n,ytterbium,0.0;
n,pubes,0.0;
n,math,0.0;
n,refinement,1.25;
n,mapmaking,0.0;
n,hound's-tongue,0.0;
a,shorn,0.0;
a,ionized,0.375;
n,hodr,0.0;
n,demonisation,-0.625;
a,troubled,-1.625;
r,inconsiderately,0.25;
a,lancinate,-0.375;
a,sanitary,0.375;
n,oatmeal,0.0;
a,shielded,-0.625;
n,leptopteris,0.0;
n,widowhood,-0.125;
n,lotto,0.0;
a,pervious,0.0;
